Tweet,Tweet_Normalized,Tweet_Tokenized,Tweet_Stopwords,Tweet_Stemmed,Suicide
mencari bantuan untuk menguji pdf udang dengan mentimun yang dapat saya temukan adalah resep salad udang dan mentimun,mencari bantuan untuk menguji pdf udang dengan mentimun yang dapat saya temukan adalah resep salad udang dan mentimun,"['mencari', 'bantuan', 'untuk', 'menguji', 'pdf', 'udang', 'dengan', 'mentimun', 'yang', 'dapat', 'saya', 'temukan', 'adalah', 'resep', 'salad', 'udang', 'dan', 'mentimun']","['mencari', 'bantuan', 'menguji', 'pdf', 'udang', 'mentimun', 'temukan', 'resep', 'salad', 'udang', 'mentimun']","['cari', 'bantu', 'uji', 'pdf', 'udang', 'mentimun', 'temu', 'resep', 'salad', 'udang', 'mentimun']",Not Suicide post
dia harus memberi tahu mereka bahwa saudara perempuannya memperbaikinya,dia harus memberi tahu mereka bahwa saudara perempuannya memperbaikinya,"['dia', 'harus', 'memberi', 'tahu', 'mereka', 'bahwa', 'saudara', 'perempuannya', 'memperbaikinya']","['saudara', 'perempuannya', 'memperbaikinya']","['saudara', 'perempuan', 'baik']",Not Suicide post
sesuatu yang aneh karena aku tidak bisa berhenti memikirkan dia tidak bisa tidur kemudian keluar dari beberapa kertas lama sebuah kartu aku di,sesuatu yang aneh karena saya tidak bisa berhenti memikirkan dia tidak bisa tidur kemudian keluar dari beberapa kertas lama sebuah kartu saya di,"['sesuatu', 'yang', 'aneh', 'karena', 'saya', 'tidak', 'bisa', 'berhenti', 'memikirkan', 'dia', 'tidak', 'bisa', 'tidur', 'kemudian', 'keluar', 'dari', 'beberapa', 'kertas', 'lama', 'sebuah', 'kartu', 'saya', 'di']","['aneh', 'berhenti', 'memikirkan', 'tidur', 'kertas', 'kartu']","['aneh', 'henti', 'pikir', 'tidur', 'kertas', 'kartu']",Potential Suicide post
selamat john saya seorang aktor menyeramkan bukan aktor yang manis,selamat john saya seorang aktor menyeramkan bukan aktor yang manis,"['selamat', 'john', 'saya', 'seorang', 'aktor', 'menyeramkan', 'bukan', 'aktor', 'yang', 'manis']","['selamat', 'john', 'aktor', 'menyeramkan', 'aktor', 'manis']","['selamat', 'john', 'aktor', 'seram', 'aktor', 'manis']",Not Suicide post
dia terima kasih,dia terima kasih,"['dia', 'terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']",Not Suicide post
di photoshop,di photoshop,"['di', 'photoshop']",['photoshop'],['photoshop'],Not Suicide post
"hari kerja normal bagi saya, saya masih memiliki rencana aspirasi untuk mengirimkan beberapa info untuk miz mag jujur ​​yang saya lakukan","hari kerja normal bagi saya, saya masih memiliki rencana aspirasi untuk mengirimkan beberapa info untuk miz mag jujur ​​yang saya lakukan","['hari', 'kerja', 'normal', 'bagi', 'saya', ',', 'saya', 'masih', 'memiliki', 'rencana', 'aspirasi', 'untuk', 'mengirimkan', 'beberapa', 'info', 'untuk', 'miz', 'mag', 'jujur', '\u200b\u200byang', 'saya', 'lakukan']","['kerja', 'normal', ',', 'memiliki', 'rencana', 'aspirasi', 'mengirimkan', 'info', 'miz', 'mag', 'jujur', '\u200b\u200byang', 'lakukan']","['kerja', 'normal', '', 'milik', 'rencana', 'aspirasi', 'kirim', 'info', 'miz', 'mag', 'jujur', 'yang', 'laku']",Not Suicide post
cara mudah adalah pergi ke mbk dan membuatnya diretas mendapat cn rom di telepon th -nya,cara mudah adalah pergi ke mbk dan membuatnya diretas mendapat cn rom di telepon th -nya,"['cara', 'mudah', 'adalah', 'pergi', 'ke', 'mbk', 'dan', 'membuatnya', 'diretas', 'mendapat', 'cn', 'rom', 'di', 'telepon', 'th', '-nya']","['mudah', 'pergi', 'mbk', 'membuatnya', 'diretas', 'cn', 'rom', 'telepon', 'th', '-nya']","['mudah', 'pergi', 'mbk', 'buat', 'retas', 'cn', 'rom', 'telepon', 'th', '-nya']",Not Suicide post
dan saya hanya tidak ingin bercinta berada di sini lagi tolong seseorang yang hanya mengakhiri saya karena saya tahu itu akan lebih buruk untuk semua orang jika saya melakukannya sendiri dan bercinta saya ingin tetapi tolong tolong seseorang bunuh saya tolong tolong tolong,dan saya hanya tidak ingin bercinta berada di sini lagi tolong seseorang yang hanya mengakhiri saya karena saya tahu itu akan lebih buruk untuk semua orang jika saya melakukannya sendiri dan bercinta saya ingin tetapi tolong tolong seseorang bunuh diri saya tolong tolong tolong,"['dan', 'saya', 'hanya', 'tidak', 'ingin', 'bercinta', 'berada', 'di', 'sini', 'lagi', 'tolong', 'seseorang', 'yang', 'hanya', 'mengakhiri', 'saya', 'karena', 'saya', 'tahu', 'itu', 'akan', 'lebih', 'buruk', 'untuk', 'semua', 'orang', 'jika', 'saya', 'melakukannya', 'sendiri', 'dan', 'bercinta', 'saya', 'ingin', 'tetapi', 'tolong', 'tolong', 'seseorang', 'bunuh', 'diri', 'saya', 'tolong', 'tolong', 'tolong']","['bercinta', 'tolong', 'buruk', 'orang', 'melakukannya', 'bercinta', 'tolong', 'tolong', 'bunuh', 'tolong', 'tolong', 'tolong']","['cinta', 'tolong', 'buruk', 'orang', 'laku', 'cinta', 'tolong', 'tolong', 'bunuh', 'tolong', 'tolong', 'tolong']",Potential Suicide post
saya lelah,saya lelah,"['saya', 'lelah']",['lelah'],['lelah'],Not Suicide post
set perhiasan keluarga cullen saya tiba pagi ini,set perhiasan keluarga cullen saya tiba pagi ini,"['set', 'perhiasan', 'keluarga', 'cullen', 'saya', 'tiba', 'pagi', 'ini']","['set', 'perhiasan', 'keluarga', 'cullen', 'pagi']","['set', 'hias', 'keluarga', 'cullen', 'pagi']",Not Suicide post
bersiap untuk membawa anak -anak ke pertanian,bersiap untuk membawa anak -anak ke pertanian,"['bersiap', 'untuk', 'membawa', 'anak', '-anak', 'ke', 'pertanian']","['membawa', 'anak', '-anak', 'pertanian']","['bawa', 'anak', '-anak', 'tani']",Not Suicide post
anak laki -laki ini mungkin merasa mengejutkan bahwa beberapa orang asing internet seperti saya akan mengatakan bercinta dengan orang -orang ini,anak laki -laki ini mungkin merasa mengejutkan bahwa beberapa orang asing internet seperti saya akan mengatakan bercinta dengan orang -orang ini,"['anak', 'laki', '-laki', 'ini', 'mungkin', 'merasa', 'mengejutkan', 'bahwa', 'beberapa', 'orang', 'asing', 'internet', 'seperti', 'saya', 'akan', 'mengatakan', 'bercinta', 'dengan', 'orang', '-orang', 'ini']","['anak', 'laki', '-laki', 'mengejutkan', 'orang', 'asing', 'internet', 'bercinta', 'orang', '-orang']","['anak', 'laki', '-laki', 'kejut', 'orang', 'asing', 'internet', 'cinta', 'orang', '-orang']",Potential Suicide post
saya makan rokok permen tetapi saya tidak makan lilin begitu saya minum coke saya namun makan bibir permen,saya makan rokok permen tetapi saya tidak makan lilin begitu saya minum coke saya namun makan bibir permen,"['saya', 'makan', 'rokok', 'permen', 'tetapi', 'saya', 'tidak', 'makan', 'lilin', 'begitu', 'saya', 'minum', 'coke', 'saya', 'namun', 'makan', 'bibir', 'permen']","['makan', 'rokok', 'permen', 'makan', 'lilin', 'minum', 'coke', 'makan', 'bibir', 'permen']","['makan', 'rokok', 'permen', 'makan', 'lilin', 'minum', 'coke', 'makan', 'bibir', 'permen']",Not Suicide post
aku sangat membenci merokok sendiri tetapi kadang -kadang aku suka karena aku tidak bisa menyelesaikan tumpul dan aku akan memilikinya untuk nanti,saya sangat membenci merokok sendiri tetapi kadang -kadang saya suka karena saya tidak bisa menyelesaikan tumpul dan saya akan memilikinya untuk nanti,"['saya', 'sangat', 'membenci', 'merokok', 'sendiri', 'tetapi', 'kadang', '-kadang', 'saya', 'suka', 'karena', 'saya', 'tidak', 'bisa', 'menyelesaikan', 'tumpul', 'dan', 'saya', 'akan', 'memilikinya', 'untuk', 'nanti']","['membenci', 'merokok', 'kadang', '-kadang', 'suka', 'menyelesaikan', 'tumpul', 'memilikinya']","['benci', 'rokok', 'kadang', '-kadang', 'suka', 'selesai', 'tumpul', 'milik']",Potential Suicide post
akan mendapatkan beberapa serealllllllll akan hidup dari lucky charms minggu depan woopwoop,akan mendapatkan beberapa serealllllllll akan hidup dari lucky charms minggu depan woopwoop,"['akan', 'mendapatkan', 'beberapa', 'serealllllllll', 'akan', 'hidup', 'dari', 'lucky', 'charms', 'minggu', 'depan', 'woopwoop']","['serealllllllll', 'hidup', 'lucky', 'charms', 'minggu', 'woopwoop']","['serealllllllll', 'hidup', 'lucky', 'charms', 'minggu', 'woopwoop']",Not Suicide post
ditandai sebagai punk punk rock pop punk new york lebih banyak orang harus mendengarkan band ini,ditandai sebagai punk punk rock pop punk new york lebih banyak orang harus mendengarkan band ini,"['ditandai', 'sebagai', 'punk', 'punk', 'rock', 'pop', 'punk', 'new', 'york', 'lebih', 'banyak', 'orang', 'harus', 'mendengarkan', 'band', 'ini']","['ditandai', 'punk', 'punk', 'rock', 'pop', 'punk', 'new', 'york', 'orang', 'mendengarkan', 'band']","['tanda', 'punk', 'punk', 'rock', 'pop', 'punk', 'new', 'york', 'orang', 'dengar', 'band']",Not Suicide post
ini adalah waktu yang tepat dalam hidup kami dapat membantu anda merancang pernikahan yang luar biasa,ini adalah waktu yang tepat dalam hidup kami dapat membantu anda merancang pernikahan yang luar biasa,"['ini', 'adalah', 'waktu', 'yang', 'tepat', 'dalam', 'hidup', 'kami', 'dapat', 'membantu', 'anda', 'merancang', 'pernikahan', 'yang', 'luar', 'biasa']","['hidup', 'membantu', 'merancang', 'pernikahan']","['hidup', 'bantu', 'rancang', 'nikah']",Not Suicide post
wow wow senang mendengarnya,wow wow senang mendengarnya,"['wow', 'wow', 'senang', 'mendengarnya']","['wow', 'wow', 'senang', 'mendengarnya']","['wow', 'wow', 'senang', 'dengar']",Not Suicide post
"feeling overwhelmed and wanting to die i tried to kill myself today all i wanted was my boyfriend to help me somehow since he sees me on this depression spiral but all he says is it will get better i know it will but currently i feel trapped in my own home i have no friends and i constantly feel weak or unmotivated i have no desire to have sex with my partner and tend to find the worst in him lately i love him but some things he does amplifies my depression i do not want to mati tetapi ketika saya terluka kesepian atau kewalahan, orang berpikir saya tidak bisa goyangkan adalah bunuh diri","feeling overwhelmed and wanting to die i tried to kill myself today all i wanted was my boyfriend to help me somehow since he sees me on this depression spiral but all he says is it will get better i know it will but currently i feel trapped in my own home i have no friends and i constantly feel weak or unmotivated i have no desire to have sex with my partner and tend to find the worst in him lately i love him but some things he does amplifies my depression i do not want to meninggal tetapi ketika saya terluka kesepian atau kewalahan, orang berpikir saya tidak bisa goyangkan adalah bunuh diri diri","['feeling', 'overwhelmed', 'and', 'wanting', 'to', 'die', 'i', 'tried', 'to', 'kill', 'myself', 'today', 'all', 'i', 'wanted', 'was', 'my', 'boyfriend', 'to', 'help', 'me', 'somehow', 'since', 'he', 'sees', 'me', 'on', 'this', 'depression', 'spiral', 'but', 'all', 'he', 'says', 'is', 'it', 'will', 'get', 'better', 'i', 'know', 'it', 'will', 'but', 'currently', 'i', 'feel', 'trapped', 'in', 'my', 'own', 'home', 'i', 'have', 'no', 'friends', 'and', 'i', 'constantly', 'feel', 'weak', 'or', 'unmotivated', 'i', 'have', 'no', 'desire', 'to', 'have', 'sex', 'with', 'my', 'partner', 'and', 'tend', 'to', 'find', 'the', 'worst', 'in', 'him', 'lately', 'i', 'love', 'him', 'but', 'some', 'things', 'he', 'does', 'amplifies', 'my', 'depression', 'i', 'do', 'not', 'want', 'to', 'meninggal', 'tetapi', 'ketika', 'saya', 'terluka', 'kesepian', 'atau', 'kewalahan', ',', 'orang', 'berpikir', 'saya', 'tidak', 'bisa', 'goyangkan', 'adalah', 'bunuh', 'diri', 'diri']","['feeling', 'overwhelmed', 'and', 'wanting', 'to', 'die', 'i', 'tried', 'to', 'kill', 'myself', 'today', 'all', 'i', 'wanted', 'was', 'my', 'boyfriend', 'to', 'help', 'me', 'somehow', 'since', 'he', 'sees', 'me', 'on', 'this', 'depression', 'spiral', 'but', 'all', 'he', 'says', 'is', 'it', 'will', 'get', 'better', 'i', 'know', 'it', 'will', 'but', 'currently', 'i', 'feel', 'trapped', 'in', 'my', 'own', 'home', 'i', 'have', 'no', 'friends', 'and', 'i', 'constantly', 'feel', 'weak', 'or', 'unmotivated', 'i', 'have', 'no', 'desire', 'to', 'have', 'sex', 'with', 'my', 'partner', 'and', 'tend', 'to', 'find', 'the', 'worst', 'in', 'him', 'lately', 'i', 'love', 'him', 'but', 'some', 'things', 'he', 'does', 'amplifies', 'my', 'depression', 'i', 'do', 'not', 'want', 'to', 'meninggal', 'terluka', 'kesepian', 'kewalahan', ',', 'orang', 'berpikir', 'goyangkan', 'bunuh']","['feeling', 'overwhelmed', 'and', 'wanting', 'to', 'die', 'i', 'tried', 'to', 'kill', 'myself', 'today', 'all', 'i', 'wanted', 'was', 'my', 'boyfriend', 'to', 'help', 'me', 'somehow', 'since', 'he', 'es', 'me', 'on', 'this', 'depression', 'spiral', 'but', 'all', 'he', 'says', 'is', 'it', 'will', 'get', 'better', 'i', 'know', 'it', 'will', 'but', 'currently', 'i', 'feel', 'trapped', 'in', 'my', 'own', 'home', 'i', 'have', 'no', 'friends', 'and', 'i', 'constantly', 'feel', 'weak', 'or', 'unmotivated', 'i', 'have', 'no', 'desire', 'to', 'have', 'sex', 'with', 'my', 'partner', 'and', 'tend', 'to', 'find', 'the', 'worst', 'in', 'him', 'lately', 'i', 'love', 'him', 'but', 'some', 'things', 'he', 'does', 'amplifies', 'my', 'depression', 'i', 'do', 'not', 'want', 'to', 'tinggal', 'luka', 'sepi', 'kewalahan', '', 'orang', 'pikir', 'goyang', 'bunuh']",Potential Suicide post
meminta semua orang untuk mengirimkan happy head head first getaran,meminta semua orang untuk mengirimkan happy head head first getaran,"['meminta', 'semua', 'orang', 'untuk', 'mengirimkan', 'happy', 'head', 'head', 'first', 'getaran']","['orang', 'mengirimkan', 'happy', 'head', 'head', 'first', 'getaran']","['orang', 'kirim', 'happy', 'head', 'head', 'first', 'getar']",Not Suicide post
dan menunggu matahari terbit di musim semi dengan warna yang menakjubkan,dan menunggu matahari terbit di musim semi dengan warna yang menakjubkan,"['dan', 'menunggu', 'matahari', 'terbit', 'di', 'musim', 'semi', 'dengan', 'warna', 'yang', 'menakjubkan']","['menunggu', 'matahari', 'terbit', 'musim', 'semi', 'warna', 'menakjubkan']","['tunggu', 'matahari', 'terbit', 'musim', 'semi', 'warna', 'takjub']",Not Suicide post
"bagus sejauh ini, terima kasih, semoga milikmu akan memperlakukanmu dengan baik juga","bagus sejauh ini, terima kasih, semoga milikmu akan memperlakukanmu dengan baik juga","['bagus', 'sejauh', 'ini', ',', 'terima', 'kasih', ',', 'semoga', 'milikmu', 'akan', 'memperlakukanmu', 'dengan', 'baik', 'juga']","['bagus', ',', 'terima', 'kasih', ',', 'semoga', 'milikmu', 'memperlakukanmu']","['bagus', '', 'terima', 'kasih', '', 'moga', 'milik', 'laku']",Not Suicide post
"oke, mungkin tidak untuk sementara waktu","oke, mungkin tidak untuk sementara waktu","['oke', ',', 'mungkin', 'tidak', 'untuk', 'sementara', 'waktu']","['oke', ',']","['oke', '']",Not Suicide post
"ini hanya tanggal 12 dan saya telah menyelesaikan 75 dari tujuan penjualan saya, saya senang","ini hanya tanggal 12 dan saya telah menyelesaikan 75 dari tujuan penjualan saya, saya senang","['ini', 'hanya', 'tanggal', '12', 'dan', 'saya', 'telah', 'menyelesaikan', '75', 'dari', 'tujuan', 'penjualan', 'saya', ',', 'saya', 'senang']","['tanggal', '12', 'menyelesaikan', '75', 'tujuan', 'penjualan', ',', 'senang']","['tanggal', '12', 'selesai', '75', 'tuju', 'jual', '', 'senang']",Not Suicide post
tapi tetap saja aku sangat ingin dia mati dia membunuh buah persik dan beck ugh candice kembali begitu saja,tapi tetap saja saya sangat ingin dia meninggal dia membunuh buah persik dan beck ugh candice kembali begitu saja,"['tapi', 'tetap', 'saja', 'saya', 'sangat', 'ingin', 'dia', 'meninggal', 'dia', 'membunuh', 'buah', 'persik', 'dan', 'beck', 'ugh', 'candice', 'kembali', 'begitu', 'saja']","['meninggal', 'membunuh', 'buah', 'persik', 'beck', 'ugh', 'candice']","['tinggal', 'bunuh', 'buah', 'persik', 'beck', 'ugh', 'candice']",Potential Suicide post
jaga teman -teman,jaga teman -teman,"['jaga', 'teman', '-teman']","['jaga', 'teman', '-teman']","['jaga', 'teman', '-teman']",Not Suicide post
seluruh keluarga saya sangat cantik dan saya adalah awal dari generasi yang buruk dan saya sangat membenci diri saya sendiri sehingga saya bahkan tidak bisa mengungkapkannya,seluruh keluarga saya sangat cantik dan saya adalah awal dari generasi yang buruk dan saya sangat membenci diri saya sendiri sehingga saya bahkan tidak bisa mengungkapkannya,"['seluruh', 'keluarga', 'saya', 'sangat', 'cantik', 'dan', 'saya', 'adalah', 'awal', 'dari', 'generasi', 'yang', 'buruk', 'dan', 'saya', 'sangat', 'membenci', 'diri', 'saya', 'sendiri', 'sehingga', 'saya', 'bahkan', 'tidak', 'bisa', 'mengungkapkannya']","['keluarga', 'cantik', 'generasi', 'buruk', 'membenci', 'mengungkapkannya']","['keluarga', 'cantik', 'generasi', 'buruk', 'benci', 'ungkap']",Potential Suicide post
"rekan kerja saya adalah marmut saya yang beruntung bagi mereka, saya sedang menguji resep dari buku masak kue pamungkas saya","rekan kerja saya adalah marmut saya yang beruntung bagi mereka, saya sedang menguji resep dari buku masak kue pamungkas saya","['rekan', 'kerja', 'saya', 'adalah', 'marmut', 'saya', 'yang', 'beruntung', 'bagi', 'mereka', ',', 'saya', 'sedang', 'menguji', 'resep', 'dari', 'buku', 'masak', 'kue', 'pamungkas', 'saya']","['rekan', 'kerja', 'marmut', 'beruntung', ',', 'menguji', 'resep', 'buku', 'masak', 'kue', 'pamungkas']","['rekan', 'kerja', 'marmut', 'untung', '', 'uji', 'resep', 'buku', 'masak', 'kue', 'pamungkas']",Not Suicide post
sialan aku membenci diriku sendiri,sialan saya membenci diriku sendiri,"['sialan', 'saya', 'membenci', 'diriku', 'sendiri']","['sialan', 'membenci', 'diriku']","['sial', 'benci', 'diri']",Potential Suicide post
"tidak, saya ingin dia didakwa dan menonton anak -anak masuk penjara saya tidak ingin dia mati karena truf","tidak, saya ingin dia didakwa dan menonton anak -anak masuk penjara saya tidak ingin dia meninggal karena truf","['tidak', ',', 'saya', 'ingin', 'dia', 'didakwa', 'dan', 'menonton', 'anak', '-anak', 'masuk', 'penjara', 'saya', 'tidak', 'ingin', 'dia', 'meninggal', 'karena', 'truf']","[',', 'didakwa', 'menonton', 'anak', '-anak', 'masuk', 'penjara', 'meninggal', 'truf']","['', 'dakwa', 'tonton', 'anak', '-anak', 'masuk', 'penjara', 'tinggal', 'truf']",Potential Suicide post
ok pertanyaan yang sah. bisakah saya bunuh diri saya 100 selesai dengan hidup,ok pertanyaan yang sah. bisakah saya bunuh diri diri saya 100 selesai dengan hidup,"['ok', 'pertanyaan', 'yang', 'sah', '.', 'bisakah', 'saya', 'bunuh', 'diri', 'diri', 'saya', '100', 'selesai', 'dengan', 'hidup']","['ok', 'sah', '.', 'bunuh', '100', 'selesai', 'hidup']","['ok', 'sah', '', 'bunuh', '100', 'selesai', 'hidup']",Potential Suicide post
"bagaimana cara melompat ski, anda sudah mengalahkan missus","bagaimana cara melompat ski, anda sudah mengalahkan missus","['bagaimana', 'cara', 'melompat', 'ski', ',', 'anda', 'sudah', 'mengalahkan', 'missus']","['melompat', 'ski', ',', 'mengalahkan', 'missus']","['lompat', 'ski', '', 'kalah', 'missus']",Not Suicide post
saya harap saya meniduri perubahan karena sialan saya membenci diri saya sendiri,saya harap saya meniduri perubahan karena sialan saya membenci diri saya sendiri,"['saya', 'harap', 'saya', 'meniduri', 'perubahan', 'karena', 'sialan', 'saya', 'membenci', 'diri', 'saya', 'sendiri']","['harap', 'meniduri', 'perubahan', 'sialan', 'membenci']","['harap', 'tidur', 'ubah', 'sial', 'benci']",Potential Suicide post
